ensembl_id	log2FoldChange	pvalue	padj	symbol	description
ENSG00000091009	0.006869815	0.900190996	0.949180997	RBM27	RNA binding motif protein 27
ENSG00000091039	-0.098414731	0.285006682	0.47820505	OSBPL8	oxysterol binding protein like 8
ENSG00000091073	-0.043079063	0.582173325	0.744197119	DTX2	deltex E3 ubiquitin ligase 2
ENSG00000091106	0.296617275	0.001543196	0.010750209	NLRC4	NLR family CARD domain containing 4
ENSG00000091127	-0.082746853	0.314479996	0.508873039	PUS7	pseudouridine synthase 7
ENSG00000091128	-0.077206546	0.363246254	0.55854854	LAMB4	laminin subunit beta 4
ENSG00000091129	-0.187321099	0.085961523	0.211739607	NRCAM	neuronal cell adhesion molecule
ENSG00000091136	0.060335729	0.585284005	0.748607675	LAMB1	laminin subunit beta 1
ENSG00000091137	0.059391196	0.612194357	0.765917169	SLC26A4	solute carrier family 26 member 4
ENSG00000091138	0.009050119	0.9300879	0.965390787	SLC26A3	solute carrier family 26 member 3
ENSG00000091140	0.45635579	1.83E-07	6.59E-06	DLD	dihydrolipoamide dehydrogenase
ENSG00000091157	-0.159677073	0.024866817	0.087046631	WDR7	WD repeat domain 7
ENSG00000091164	-0.055320211	0.396578623	0.589074808	TXNL1	thioredoxin like 1
ENSG00000091181	-0.095097499	0.440268581	0.628435785	IL5RA	interleukin 5 receptor subunit alpha
ENSG00000091262	0.097887727	0.363231879	0.560341443	ABCC6	ATP binding cassette subfamily C member 6
ENSG00000091317	-0.414890388	4.49E-06	9.86E-05	CMTM6	CKLF like MARVEL transmembrane domain containing 6
ENSG00000091409	-0.183830725	0.081725612	0.204161917	ITGA6	integrin subunit alpha 6
ENSG00000091428	0.003418901	0.975746411	0.991366998	RAPGEF4	Rap guanine nucleotide exchange factor 4
ENSG00000091436	0.060391282	0.528180822	0.701212425	MAP3K20	mitogen-activated protein kinase kinase kinase 20
ENSG00000091482	-1.549386014	2.69E-05	0.000429475	SMPX	small muscle protein X-linked
ENSG00000091483	0.037308284	0.661313952	0.800080417	FH	fumarate hydratase
ENSG00000091490	1.098192205	2.82E-09	1.56E-07	SEL1L3	SEL1L family member 3
ENSG00000091513	-1.233391605	3.34E-07	1.10E-05	TF	transferrin
ENSG00000091527	-0.120756196	0.047119164	0.137754261	CDV3	CDV3 homolog
ENSG00000091536	-0.022384931	0.845921923	0.917161905	MYO15A	myosin XVA
ENSG00000091542	0.130112336	0.073584528	0.189122227	ALKBH5	"alkB homolog 5, RNA demethylase"
ENSG00000091583	-0.014195273	0.889248465	0.94265208	APOH	apolipoprotein H
ENSG00000091592	-0.200667224	0.098658642	0.233231086	NLRP1	NLR family pyrin domain containing 1
ENSG00000091622	0.385401554	0.01044203	0.045901061	PITPNM3	PITPNM family member 3
ENSG00000091640	0.398536119	2.93E-05	0.000396594	SPAG7	sperm associated antigen 7
ENSG00000091651	0.106732044	0.329563344	0.520392474	ORC6	origin recognition complex subunit 6
ENSG00000091656	-0.389059263	0.00570439	0.029284253	ZFHX4	zinc finger homeobox 4
ENSG00000091704	-0.084071998	0.177544206	0.349896289	CPA1	carboxypeptidase A1
ENSG00000091732	0.078380436	0.222994992	0.407863875	ZC3HC1	zinc finger C3HC-type containing 1
ENSG00000091831	-0.034631773	0.709793666	0.834228414	ESR1	estrogen receptor 1
ENSG00000091844	0.227251499	0.07134264	0.185166848	RGS17	regulator of G protein signaling 17
ENSG00000091879	0.05889245	0.591721669	0.750767532	ANGPT2	angiopoietin 2
ENSG00000091947	-0.178915058	0.034966135	0.111450841	TMEM101	transmembrane protein 101
ENSG00000091972	-0.076541468	0.494089923	0.673583802	CD200	CD200 molecule
ENSG00000091986	-0.427018214	0.01821616	0.069462307	CCDC80	coiled-coil domain containing 80
ENSG00000092009	1.67637753	2.69E-06	6.33E-05	CMA1	chymase 1
ENSG00000092010	-0.065534044	0.412904318	0.603834339	PSME1	proteasome activator subunit 1
ENSG00000092020	-0.038253415	0.567412307	0.732160752	PPP2R3C	protein phosphatase 2 regulatory subunit B''gamma
ENSG00000092036	-0.562658968	4.16E-07	1.32E-05	HAUS4	HAUS augmin like complex subunit 4
ENSG00000092051	-0.287336882	0.042459949	0.12812099	JPH4	junctophilin 4
ENSG00000092054	-0.02061917	0.750144418	0.85996949	MYH7	myosin heavy chain 7
ENSG00000092068	-0.259607075	0.049605113	0.14351805	SLC7A8	solute carrier family 7 member 8
ENSG00000092094	-0.053271683	0.413772175	0.604467178	OSGEP	O-sialoglycoprotein endopeptidase
ENSG00000092096	0.28477882	0.092778569	0.223510229	SLC22A17	solute carrier family 22 member 17
ENSG00000092098	-0.045405365	0.661785444	0.774847461	RNF31	ring finger protein 31
ENSG00000092108	0.026271014	0.658831234	0.798489676	SCFD1	sec1 family domain containing 1
ENSG00000092140	-0.172508966	0.039736464	0.121985984	G2E3	G2/M-phase specific E3 ubiquitin protein ligase
ENSG00000092148	0.161955174	0.042036037	0.127147421	HECTD1	HECT domain E3 ubiquitin protein ligase 1
ENSG00000092199	0.082436021	0.054859962	0.154348174	HNRNPC	heterogeneous nuclear ribonucleoprotein C
ENSG00000092200	-0.55445707	4.37E-05	0.000644569	RPGRIP1	RPGR interacting protein 1
ENSG00000092201	-0.091430269	0.12428152	0.273366295	SUPT16H	"SPT16 homolog, facilitates chromatin remodeling subunit"
ENSG00000092203	-0.001189566	0.981846651	0.994475549	TOX4	TOX high mobility group box family member 4
ENSG00000092208	-0.327544235	6.49E-06	0.000134487	GEMIN2	gem nuclear organelle associated protein 2
ENSG00000092295	0.023791497	0.838218594	0.937644858	TGM1	transglutaminase 1
ENSG00000092330	-0.087297708	0.119913238	0.238059973	TINF2	TERF1 interacting nuclear factor 2
ENSG00000092377	-0.15541447	0.021671678	0.078750884	TBL1Y	transducin beta like 1 Y-linked
ENSG00000092421	0.151747339	0.236517204	0.423568382	SEMA6A	semaphorin 6A
ENSG00000092439	0.082646819	0.390892413	0.526784849	TRPM7	transient receptor potential cation channel subfamily M member 7
ENSG00000092445	0.462408586	0.006717315	0.029277632	TYRO3	TYRO3 protein tyrosine kinase
ENSG00000092470	-0.683386026	6.96E-07	2.02E-05	WDR76	WD repeat domain 76
ENSG00000092529	0.064632511	0.566443591	0.731306944	CAPN3	calpain 3
ENSG00000092531	0.08345024	0.239532771	0.426853948	SNAP23	synaptosome associated protein 23
ENSG00000092607	-0.172003703	0.163280472	0.330327251	TBX15	T-box transcription factor 15
ENSG00000092621	-0.366335002	0.017298815	0.066852507	PHGDH	phosphoglycerate dehydrogenase
ENSG00000092758	0.296996147	0.008538827	0.039653921	COL9A3	collagen type IX alpha 3 chain
ENSG00000092820	0.255241855	0.022666884	0.08135213	EZR	ezrin
ENSG00000092841	0.195611821	0.025950639	0.089728577	MYL6	myosin light chain 6
ENSG00000092847	0.003378973	0.960023821	0.982553017	AGO1	argonaute RISC component 1
ENSG00000092850	-0.57802782	0.00180739	0.012143515	TEKT2	tektin 2
ENSG00000092853	0.080176222	0.467732272	0.647031362	CLSPN	claspin
ENSG00000092871	0.133442105	0.171082053	0.340821165	RFFL	ring finger and FYVE like domain containing E3 ubiquitin protein ligase
ENSG00000092929	0.498231787	0.000129226	0.001510449	UNC13D	unc-13 homolog D
ENSG00000092931	-0.20060615	0.005296517	0.030853616	MFSD11	major facilitator superfamily domain containing 11
ENSG00000092964	-0.127548135	0.217012797	0.39964932	DPYSL2	dihydropyrimidinase like 2
ENSG00000092969	0.023988785	0.841634199	0.907842163	TGFB2	transforming growth factor beta 2
ENSG00000092978	0.08609957	0.227692264	0.413035257	GPATCH2	G-patch domain containing 2
ENSG00000093000	0.106746102	0.124485547	0.273707578	NUP50	nucleoporin 50
ENSG00000093009	-0.064610915	0.550621062	0.719129315	CDC45	cell division cycle 45
ENSG00000093010	0.308787239	0.008635611	0.039893715	COMT	catechol-O-methyltransferase
ENSG00000093072	0.133564451	0.239822599	0.427178968	ADA2	adenosine deaminase 2
ENSG00000093144	0.124629594	0.172727074	0.343181233	ECHDC1	ethylmalonyl-CoA decarboxylase 1
ENSG00000093167	-0.096561552	0.127470328	0.277989957	LRRFIP2	LRR binding FLII interacting protein 2
ENSG00000093183	-0.542085357	2.48E-22	5.91E-19	SEC22C	"SEC22 homolog C, vesicle trafficking protein"
ENSG00000093217	-0.307029137	0.006129914	0.027326257	XYLB	xylulokinase
ENSG00000094631	-0.26374259	0.004921411	0.026194822	HDAC6	histone deacetylase 6
ENSG00000094755	-0.691948709	0.001784871	0.012014638	GABRP	gamma-aminobutyric acid type A receptor subunit pi
ENSG00000094804	0.036746286	0.736515767	0.851770415	CDC6	cell division cycle 6
ENSG00000094841	0.135426857	0.043974156	0.131232074	UPRT	uracil phosphoribosyltransferase homolog
ENSG00000094880	0.033627148	0.610272227	0.764610332	CDC23	cell division cycle 23
ENSG00000094914	0.133344244	0.027264687	0.093157195	AAAS	aladin WD repeat nucleoporin
ENSG00000094916	0.611171004	1.31E-11	1.66E-09	CBX5	chromobox 5
ENSG00000094963	-0.249167012	0.069821635	0.18235876	FMO2	flavin containing dimethylaniline monoxygenase 2
ENSG00000094975	-0.016960975	0.84155614	0.913954464	SUCO	SUN domain containing ossification factor
ENSG00000095002	-0.084958137	0.258923628	0.449500288	MSH2	mutS homolog 2
ENSG00000095015	-0.029316807	0.724285977	0.844215748	MAP3K1	mitogen-activated protein kinase kinase kinase 1
ENSG00000095059	0.128209455	0.241369183	0.429177302	DHPS	deoxyhypusine synthase
ENSG00000095066	0.123879932	0.194933828	0.371594149	HOOK2	hook microtubule tethering protein 2
ENSG00000095139	0.087878749	0.142730206	0.300374225	ARCN1	archain 1
ENSG00000095203	-0.099873796	0.390634046	0.584151307	EPB41L4B	erythrocyte membrane protein band 4.1 like 4B
ENSG00000095209	-0.373221468	8.21E-05	0.00105318	TMEM38B	transmembrane protein 38B
ENSG00000095261	0.068655874	0.352206845	0.547087313	PSMD5	"proteasome 26S subunit, non-ATPase 5"
ENSG00000095303	0.200318103	0.122353045	0.269961534	PTGS1	prostaglandin-endoperoxide synthase 1
ENSG00000095319	-0.162112274	0.020978905	0.076948455	NUP188	nucleoporin 188
ENSG00000095321	-0.129448331	0.119342885	0.265508148	CRAT	carnitine O-acetyltransferase
ENSG00000095370	-0.069904674	0.457740878	0.643556482	SH2D3C	SH2 domain containing 3C
ENSG00000095380	0.140772468	0.058860995	0.161698283	NANS	N-acetylneuraminate synthase
ENSG00000095383	-0.084160625	0.40566803	0.597531274	TBC1D2	TBC1 domain family member 2
ENSG00000095397	-0.453455158	0.000321312	0.003094553	WHRN	whirlin
ENSG00000095464	0.070240299	0.541079835	0.711828948	PDE6C	phosphodiesterase 6C
ENSG00000095485	0.193824151	0.00183144	0.012258934	CWF19L1	CWF19 like cell cycle control factor 1
ENSG00000095539	0.649590542	2.59E-06	6.14E-05	SEMA4G	semaphorin 4G
ENSG00000095564	-0.021705761	0.814531814	0.89779944	BTAF1	B-TFIID TATA-box binding protein associated factor 1
ENSG00000095574	-0.002432235	0.974410463	0.990562748	IKZF5	IKAROS family zinc finger 5
ENSG00000095585	0.009005358	0.927974978	0.964272631	BLNK	B cell linker
ENSG00000095587	0.608968715	0.001436313	0.009749077	TLL2	tolloid like 2
ENSG00000095596	-0.300450516	0.020014331	0.074395189	CYP26A1	cytochrome P450 family 26 subfamily A member 1
ENSG00000095627	-0.041697698	0.554237797	0.721782189	TDRD1	tudor domain containing 1
ENSG00000095637	-0.000453914	0.996729143	1	SORBS1	sorbin and SH3 domain containing 1
ENSG00000095713	-0.186671028	0.071849766	0.186735388	CRTAC1	cartilage acidic protein 1
ENSG00000095739	-1.016306739	6.11E-08	2.53E-06	BAMBI	BMP and activin membrane bound inhibitor
ENSG00000095752	-0.064780323	0.514259536	0.68465479	IL11	interleukin 11
ENSG00000095777	-0.094340834	0.312171621	0.50647213	MYO3A	myosin IIIA
ENSG00000095787	0.106335422	0.043206476	0.129782635	WAC	WW domain containing adaptor with coiled-coil
ENSG00000095794	-0.014860182	0.8390469	0.912253224	CREM	cAMP responsive element modulator
ENSG00000095906	-0.026949345	0.725569909	0.847414882	NUBP2	"NUBP iron-sulfur cluster assembly factor 2, cytosolic"
ENSG00000095917	0.027349358	0.876193843	0.90447902	TPSD1	tryptase delta 1
ENSG00000095932	0.256909729	0.065358148	0.174307879	SMIM24	small integral membrane protein 24
ENSG00000095951	-0.217742502	0.020616321	0.076039417	HIVEP1	HIVEP zinc finger 1
ENSG00000095970	0.069601572	0.531722365	0.703612035	TREM2	triggering receptor expressed on myeloid cells 2
ENSG00000096006	-0.079182574	0.013132646	0.054614137	CRISP3	cysteine rich secretory protein 3
ENSG00000096060	0.046402367	0.672481709	0.811397139	FKBP5	FKBP prolyl isomerase 5
ENSG00000096063	0.017352202	0.818011527	0.899892618	SRPK1	SRSF protein kinase 1
ENSG00000096070	0.072119232	0.430069167	0.619436699	BRPF3	bromodomain and PHD finger containing 3
ENSG00000096080	0.119272937	0.135283756	0.319977214	MRPS18A	mitochondrial ribosomal protein S18A
ENSG00000096088	-0.022095623	0.708190651	0.833395628	PGC	progastricsin
ENSG00000096092	-0.413982662	6.00E-05	0.000831911	TMEM14A	transmembrane protein 14A
ENSG00000096093	-0.132612672	0.130773559	0.29306729	EFHC1	EF-hand domain containing 1
ENSG00000096384	-0.066313235	0.405469289	0.597422972	HSP90AB1	heat shock protein 90 alpha family class B member 1
ENSG00000096401	-0.00857571	0.905926807	0.859216633	CDC5L	cell division cycle 5 like
ENSG00000096433	0.038833943	0.728422122	0.846498067	ITPR3	"inositol 1,4,5-trisphosphate receptor type 3"
ENSG00000096654	-0.063405531	0.446053433	0.63381967	ZNF184	zinc finger protein 184
ENSG00000096696	0.086472486	0.455930695	0.644173652	DSP	desmoplakin
ENSG00000096717	-0.119041443	0.161894248	0.328469908	SIRT1	sirtuin 1
ENSG00000096746	-0.046225423	0.384331307	0.578607073	HNRNPH3	heterogeneous nuclear ribonucleoprotein H3
ENSG00000096872	-0.3269321	0.000112111	0.001407299	IFT74	intraflagellar transport 74
ENSG00000096968	-0.091712622	0.328925739	0.523786959	JAK2	Janus kinase 2
ENSG00000096996	0.096910112	0.37401471	0.568384183	IL12RB1	interleukin 12 receptor subunit beta 1
ENSG00000097007	-0.009486045	0.900307851	0.952349506	ABL1	"ABL proto-oncogene 1, non-receptor tyrosine kinase"
ENSG00000097021	0.189614151	0.049123233	0.124112338	ACOT7	acyl-CoA thioesterase 7
ENSG00000097033	0.140298105	0.025642795	0.0890565	SH3GLB1	"SH3 domain containing GRB2 like, endophilin B1"
ENSG00000097046	-0.452739302	0.000241304	0.00245073	CDC7	cell division cycle 7
ENSG00000097096	-0.618562956	2.54E-05	0.000413434	SYDE2	synapse defective Rho GTPase homolog 2
ENSG00000099139	0.00555434	0.957853074	0.981558083	PCSK5	proprotein convertase subtilisin/kexin type 5
ENSG00000099194	-0.272032087	0.037788403	0.117917611	SCD	stearoyl-CoA desaturase
ENSG00000099203	0.293969554	0.000201729	0.002240791	TMED1	transmembrane p24 trafficking protein 1
ENSG00000099204	-0.23007385	0.029534496	0.098679964	ABLIM1	actin binding LIM protein 1
ENSG00000099219	0.284124313	0.005017022	0.026567386	ERMP1	endoplasmic reticulum metallopeptidase 1
ENSG00000099246	0.196820679	0.001881164	0.012493608	RAB18	"RAB18, member RAS oncogene family"
ENSG00000099250	0.018177556	0.853098366	0.921550201	NRP1	neuropilin 1
ENSG00000099256	-0.526828208	0.000516586	0.004562635	PRTFDC1	phosphoribosyl transferase domain containing 1
ENSG00000099260	-0.912176875	1.46E-08	6.45E-07	PALMD	palmdelphin
ENSG00000099282	-0.093023317	0.397167136	0.589413325	TSPAN15	tetraspanin 15
ENSG00000099284	-0.241135746	0.077390235	0.196343873	MACROH2A2	macroH2A.2 histone
ENSG00000099290	-0.016138367	0.810794292	0.895062871	WASHC2A	WASH complex subunit 2A
ENSG00000099308	-0.098182355	0.267886678	0.459853398	MAST3	microtubule associated serine/threonine kinase 3
ENSG00000099326	0.341773456	0.00021674	0.002278776	MZF1	myeloid zinc finger 1
ENSG00000099330	0.080291433	0.381199265	0.575162208	OCEL1	occludin/ELL domain containing 1
ENSG00000099331	-0.145554179	0.038853953	0.12051837	MYO9B	myosin IXB
ENSG00000099337	-0.068551429	0.517093685	0.692205092	KCNK6	potassium two pore domain channel subfamily K member 6
ENSG00000099338	-0.070776714	0.497121512	0.676053517	CATSPERG	cation channel sperm associated auxiliary subunit gamma
ENSG00000099341	0.126319118	0.066518689	0.176982124	PSMD8	"proteasome 26S subunit, non-ATPase 8"
ENSG00000099364	0.262279844	0.001051675	0.008004202	FBXL19	F-box and leucine rich repeat protein 19
ENSG00000099365	-0.354577441	0.008545525	0.039669596	STX1B	syntaxin 1B
ENSG00000099377	0.088761263	0.41421156	0.604960878	HSD3B7	"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7"
ENSG00000099381	-0.053530454	0.373088798	0.56766416	SETD1A	"SET domain containing 1A, histone lysine methyltransferase"
ENSG00000099385	-0.15317337	0.099203628	0.234038939	BCL7C	BAF chromatin remodeling complex subunit BCL7C
ENSG00000099399	-0.087212732	0.005652211	0.029072691	MAGEB2	MAGE family member B2
ENSG00000099617	0.052420224	0.652743686	0.794503854	EFNA2	ephrin A2
ENSG00000099622	0.131545596	0.113012737	0.25564497	CIRBP	cold inducible RNA binding protein
ENSG00000099624	0.210371822	0.063637549	0.17095454	ATP5F1D	ATP synthase F1 subunit delta
ENSG00000099625	0.093299968	0.41302609	0.603857964	CBARP	CACN subunit beta associated regulatory protein
ENSG00000099769	0.302351485	0.056790922	0.157572021	IGFALS	insulin like growth factor binding protein acid labile subunit
ENSG00000099783	-0.029945131	0.553475653	0.721159822	HNRNPM	heterogeneous nuclear ribonucleoprotein M
ENSG00000099785	-0.173471513	0.033605171	0.108423715	MARCHF2	membrane associated ring-CH-type finger 2
ENSG00000099795	0.238614287	0.034132632	0.109554733	NDUFB7	NADH:ubiquinone oxidoreductase subunit B7
ENSG00000099797	-0.029192229	0.756208957	0.863949087	TECR	"trans-2,3-enoyl-CoA reductase"
ENSG00000099800	0.167375326	0.10437522	0.242099291	TIMM13	translocase of inner mitochondrial membrane 13
ENSG00000099804	-0.036196024	0.674093136	0.809289159	CDC34	"cell division cycle 34, ubiqiutin conjugating enzyme"
ENSG00000099810	0.046524043	0.56085568	0.727043042	MTAP	methylthioadenosine phosphorylase
ENSG00000099812	0.010176949	0.908089705	1	MISP	mitotic spindle positioning
ENSG00000099814	-0.188600577	0.034875682	0.111308724	CEP170B	centrosomal protein 170B
ENSG00000099817	0.051365309	0.496961747	0.675913308	POLR2E	"RNA polymerase II, I and III subunit E"
ENSG00000099821	-0.131105077	0.095690301	0.22861334	POLRMT	RNA polymerase mitochondrial
ENSG00000099822	0.58551446	0.004765478	0.025581739	HCN2	hyperpolarization activated cyclic nucleotide gated potassium and sodium channel 2
ENSG00000099834	0.415395514	0.010311628	0.045495507	CDHR5	cadherin related family member 5
ENSG00000099840	0.286913475	0.028876061	0.097105625	IZUMO4	IZUMO family member 4
ENSG00000099849	0.084948761	0.407207945	0.598875084	RASSF7	Ras association domain family member 7
ENSG00000099860	-0.139006428	0.226821913	0.412177296	GADD45B	growth arrest and DNA damage inducible beta
ENSG00000099864	0.01578501	0.898927427	0.948614421	PALM	paralemmin
ENSG00000099866	-0.118710233	0.312504849	0.50680596	MADCAM1	mucosal vascular addressin cell adhesion molecule 1
ENSG00000099875	0.165997699	0.041477169	0.126515594	MKNK2	MAPK interacting serine/threonine kinase 2
ENSG00000099889	-0.141055869	0.150442407	0.312004686	ARVCF	ARVCF delta catenin family member
ENSG00000099899	0.149234233	0.055533259	0.13776183	TRMT2A	tRNA methyltransferase 2 homolog A
ENSG00000099901	-0.03810919	0.606564286	0.679589584	RANBP1	RAN binding protein 1
ENSG00000099904	-0.011938681	0.90433125	0.951684075	ZDHHC8	zinc finger DHHC-type palmitoyltransferase 8
ENSG00000099910	0.343825983	7.54E-06	0.00015381	KLHL22	kelch like family member 22
ENSG00000099917	0.269857886	0.00012606	0.001481421	MED15	mediator complex subunit 15
ENSG00000099937	1.485611299	1.99E-12	3.42E-10	SERPIND1	serpin family D member 1
ENSG00000099940	0.133489437	0.035810304	0.098819078	SNAP29	synaptosome associated protein 29
ENSG00000099942	0.093777251	0.16836397	0.337293489	CRKL	"CRK like proto-oncogene, adaptor protein"
ENSG00000099949	0.037325823	0.654318403	0.795668255	LZTR1	leucine zipper like transcription regulator 1
ENSG00000099953	0.425608683	0.011372187	0.048917218	MMP11	matrix metallopeptidase 11
ENSG00000099954	-0.569489044	0.00085458	0.006800152	CECR2	CECR2 histone acetyl-lysine reader
ENSG00000099956	0.087828989	0.210666535	0.393765841	SMARCB1	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1"
ENSG00000099957	-0.110952959	0.305941027	0.500043658	P2RX6	purinergic receptor P2X 6
ENSG00000099958	0.180137493	0.178195107	0.35049971	DERL3	derlin 3
ENSG00000099960	0.142404421	0.235566558	0.464003248	SLC7A4	solute carrier family 7 member 4
ENSG00000099968	0.359237976	2.84E-08	1.32E-06	BCL2L13	BCL2 like 13
ENSG00000099974	0.021520674	0.84342133	0.915324322	DDTL	D-dopachrome tautomerase like
ENSG00000099984	-0.598855405	0.008238614	0.038529011	GSTT2	glutathione S-transferase theta 2 (gene/pseudogene)
ENSG00000099985	-0.021090545	0.850581136	0.920016574	OSM	oncostatin M
ENSG00000099991	0.142989111	0.043322526	0.130009112	CABIN1	calcineurin binding protein 1
ENSG00000099992	0.022445838	0.78687598	0.882166482	TBC1D10A	TBC1 domain family member 10A
ENSG00000099994	0.004899842	0.969519081	1	SUSD2	sushi domain containing 2
ENSG00000099995	-0.073654097	0.252485	0.442043311	SF3A1	splicing factor 3a subunit 1
ENSG00000099998	0.0816166	0.502270658	0.615817963	GGT5	gamma-glutamyltransferase 5
ENSG00000099999	0.129266128	0.0765294	0.215274756	RNF215	ring finger protein 215
ENSG00000100003	-0.034293346	0.757145405	0.86464628	SEC14L2	SEC14 like lipid binding 2
ENSG00000100012	-0.086293125	0.428159238	0.612728627	SEC14L3	SEC14 like lipid binding 3
ENSG00000100014	0.063899898	0.377409301	0.571431599	SPECC1L	sperm antigen with calponin homology and coiled-coil domains 1 like
ENSG00000100023	0.055281208	0.417077426	0.607510018	PPIL2	peptidylprolyl isomerase like 2
ENSG00000100024	-0.245945937	0.068091229	0.179232523	UPB1	beta-ureidopropionase 1
ENSG00000100027	-0.575255254	0.000118176	0.00139855	YPEL1	yippee like 1
ENSG00000100028	-0.109029821	0.135680507	0.29008697	SNRPD3	small nuclear ribonucleoprotein D3 polypeptide
ENSG00000100029	-0.027534182	0.726714549	0.845538362	PES1	pescadillo ribosomal biogenesis factor 1
ENSG00000100030	0.09430903	0.179224711	0.35160364	MAPK1	mitogen-activated protein kinase 1
ENSG00000100031	0.202585705	0.106750743	0.243636333	GGT1	gamma-glutamyltransferase 1
ENSG00000100033	0.89129874	0.001172568	0.008709278	PRODH	proline dehydrogenase 1
ENSG00000100034	0.001814038	0.980824107	0.895102634	PPM1F	"protein phosphatase, Mg2+/Mn2+ dependent 1F"
ENSG00000100036	-0.019482949	0.847847228	0.918202287	SLC35E4	solute carrier family 35 member E4
ENSG00000100053	0.348971182	0.022446508	0.080839291	CRYBB3	crystallin beta B3
ENSG00000100055	0.029820492	0.761414002	0.866782422	CYTH4	cytohesin 4
ENSG00000100056	-0.114304104	0.114121259	0.257108098	ESS2	ess-2 splicing factor homolog
ENSG00000100060	0.116944946	0.244967477	0.433237759	MFNG	MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase
ENSG00000100065	-0.104386391	0.277973764	0.47084224	CARD10	caspase recruitment domain family member 10
ENSG00000100075	0.075855245	0.406337658	0.598000689	SLC25A1	solute carrier family 25 member 1
ENSG00000100077	-0.098029991	0.393957906	0.586959429	GRK3	G protein-coupled receptor kinase 3
ENSG00000100079	0.181788201	0.169144956	0.350278132	LGALS2	galectin 2
ENSG00000100083	-0.027342659	0.701888711	0.829745132	GGA1	"golgi associated, gamma adaptin ear containing, ARF binding protein 1"
ENSG00000100084	0.163293381	0.032368166	0.105517214	HIRA	histone cell cycle regulator
ENSG00000100092	-0.024794438	0.825447836	0.898319476	SH3BP1	SH3 domain binding protein 1
ENSG00000100095	-0.189941019	0.118426478	0.263986363	SEZ6L	seizure related 6 homolog like
ENSG00000100097	0.158204317	0.173197848	0.343887463	LGALS1	galectin 1
ENSG00000100099	-0.042816818	0.543464712	0.636481565	HPS4	HPS4 biogenesis of lysosomal organelles complex 3 subunit 2
ENSG00000100100	0.289305384	0.013334562	0.055185455	PIK3IP1	phosphoinositide-3-kinase interacting protein 1
ENSG00000100104	0.062756495	0.337274243	0.549662552	SRRD	SRR1 domain containing
ENSG00000100105	0.010377421	0.890524673	0.94339698	PATZ1	POZ/BTB and AT hook containing zinc finger 1
ENSG00000100106	-0.04320247	0.599671624	0.759181815	TRIOBP	TRIO and F-actin binding protein
ENSG00000100109	0.076960521	0.379053588	0.573048314	TFIP11	tuftelin interacting protein 11
ENSG00000100116	-0.098833157	0.376978474	0.506054429	GCAT	glycine C-acetyltransferase
ENSG00000100122	-0.213903612	0.705977651	0.831814258	CRYBB1	crystallin beta B1
ENSG00000100124	-0.038791765	0.607235654	0.761748266	ANKRD54	ankyrin repeat domain 54
ENSG00000100129	-0.001578104	0.987898665	1	EIF3L	eukaryotic translation initiation factor 3 subunit L
ENSG00000100138	0.031385401	0.673811816	0.812226048	SNU13	small nuclear ribonucleoprotein 13
ENSG00000100139	-0.172813707	0.029572976	0.087670953	MICALL1	MICAL like 1
ENSG00000100142	-0.131039557	0.159093363	0.325821501	POLR2F	"RNA polymerase II, I and III subunit F"
ENSG00000100146	-0.092225631	0.402129584	0.594116762	SOX10	SRY-box transcription factor 10
ENSG00000100147	0.023741051	0.778618461	0.877979823	CCDC134	coiled-coil domain containing 134
ENSG00000100150	0.0424741	0.587836764	0.747916471	DEPDC5	"DEP domain containing 5, GATOR1 subcomplex subunit"
ENSG00000100151	0.26328093	0.002168982	0.012302889	PICK1	protein interacting with PRKCA 1
ENSG00000100154	-0.004919506	0.94936819	0.976682679	TTC28	tetratricopeptide repeat domain 28
ENSG00000100156	0.753515633	2.13E-05	0.000355139	SLC16A8	solute carrier family 16 member 8
ENSG00000100162	-0.078557932	0.491071455	0.666406259	CENPM	centromere protein M
ENSG00000100167	0.668352337	0.001429946	0.010158665	SEPTIN3	septin 3
ENSG00000100170	-0.082999716	0.3469971	0.541849668	SLC5A1	solute carrier family 5 member 1
ENSG00000100191	0.67408826	0.000316754	0.003059304	SLC5A4	solute carrier family 5 member 4
ENSG00000100196	0.213562862	0.096358784	0.229528461	KDELR3	KDEL endoplasmic reticulum protein retention receptor 3
ENSG00000100197	-0.423581541	0.00868093	0.040229839	CYP2D6	cytochrome P450 family 2 subfamily D member 6
ENSG00000100201	0.044097436	0.51975182	0.694296104	DDX17	DEAD-box helicase 17
ENSG00000100206	-0.10185749	0.358011268	0.552886751	DMC1	DNA meiotic recombinase 1
ENSG00000100207	-0.115675928	0.10455771	0.216423007	TCF20	transcription factor 20
ENSG00000100209	0.094121048	0.30850821	0.502529639	HSCB	HscB mitochondrial iron-sulfur cluster cochaperone
ENSG00000100211	0.0637457	0.433928488	0.622776923	CBY1	"chibby family member 1, beta catenin antagonist"
ENSG00000100216	0.103747056	0.1540596	0.317460984	TOMM22	translocase of outer mitochondrial membrane 22
ENSG00000100218	0.818819675	1.57E-05	0.00027998	RSPH14	radial spoke head 14 homolog
ENSG00000100219	0.219017155	0.016216573	0.06355554	XBP1	X-box binding protein 1
